x,y,actionList,predictionsList
4,5,1,"[-13.435555333002801, -13.394495545466171, -13.555417443149619]"
4,6,2,"[-14.570981938264584, -14.689492210364339, -14.480351363704484]"
4,7,0,"[-15.47191295619918, -16.00726636506413, -16.24468739482739]"
4,8,1,"[-18.917542539350492, -18.725607973135457, -19.116481809354166]"
4,9,2,"[-20.343805319781765, -20.276324007116614, -19.893459464038003]"
4,10,2,"[-21.195689048502018, -20.82466315299916, -20.586129452760822]"
4,11,2,"[-19.263328384105495, -19.082797469383898, -18.920111086792776]"
4,12,2,"[-16.300677869101413, -16.428437525775596, -16.228285620274917]"
4,13,1,"[-15.327394380952466, -15.171692237031532, -15.348104396827633]"
4,14,0,"[-13.810980479928064, -13.911554961160657, -13.914591157354867]"
4,15,2,"[-13.044153687347487, -12.8749868429914, -12.825509834593905]"
4,16,2,"[-12.299661885920962, -12.33580470331158, -12.207250858729266]"
4,17,1,"[-12.28554850431637, -12.17179539687137, -12.1963756333056]"
4,18,0,"[-0.9901000000000001, -1.5072732394269353, -2.1988648379124998]"
4,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
5,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
5,1,0,"[0.010000000000000002, -0.0901, -5.574693595971432]"
5,2,1,"[-7.293891190799293, -7.263690548573059, -7.46747818546879]"
5,3,0,"[-10.350361629549143, -10.63063088413441, -10.780844190386084]"
5,4,2,"[-11.237355426349529, -11.257670181566787, -11.211218872540888]"
5,5,1,"[-13.160258598726768, -13.093753146273135, -13.454455261974475]"
5,6,0,"[-13.785949733333663, -13.797022582784972, -13.85337022412143]"
5,7,0,"[-15.290589816085719, -15.347747397768604, -15.33533030140617]"
5,8,2,"[-17.74084942018308, -17.760417272563647, -17.63050548218847]"
5,9,0,"[-19.334674849886213, -19.917963474342258, -20.057578224387967]"
5,10,1,"[-22.31456293226526, -21.74271614961706, -22.355440949372834]"
5,11,2,"[-21.37027458696695, -21.385577677071716, -20.440059747858328]"
5,12,2,"[-18.05285371723736, -17.932942450568266, -16.806048352348967]"
5,13,0,"[-16.17818091504152, -16.22990163934409, -16.318248124056055]"
5,14,2,"[-14.576382285712546, -14.530129272976446, -14.499795081176472]"
5,15,2,"[-13.571860803949825, -13.328511981874582, -13.235130928918268]"
5,16,2,"[-12.184577233763369, -12.332665042148573, -11.98993443710614]"
5,17,1,"[-11.738442668173985, -11.566354933729802, -11.601495343933404]"
5,18,2,"[-2.9373351166982067, -4.610939528509274, -2.0597221738673577]"
5,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,2,0,"[-3.944373700298997, -4.204733954425688, -4.140027463748369]"
6,3,1,"[-9.678531614242901, -9.5595382250893, -9.755891091143399]"
6,4,0,"[-10.581011436006385, -10.583512270383595, -10.732157111355807]"
6,5,1,"[-11.65408940542539, -11.374766313816531, -11.708705479013183]"
6,6,0,"[-12.945557710099713, -13.091825303947058, -13.021215561479607]"
6,7,1,"[-13.50264082172071, -13.45875763108625, -13.661848033405661]"
6,8,0,"[-14.811458665186331, -15.284269087545644, -15.062747605350827]"
6,9,2,"[-16.478981550637847, -16.474240487410874, -16.43591540657013]"
6,10,0,"[-16.54023652577418, -16.65714834600117, -16.649684446949927]"
6,11,1,"[-17.031328304500324, -16.938201747745588, -17.04077883835457]"
6,12,1,"[-16.033393927669366, -15.469793333756586, -15.912979552006957]"
6,13,1,"[-15.336342747412631, -15.257058791915432, -15.325222286040843]"
6,14,1,"[-14.03884216558761, -14.001906971706873, -14.225870354432791]"
6,15,1,"[-12.917470432567224, -12.722734892088882, -12.98988204028151]"
6,16,0,"[-11.590975400744759, -11.65223111561988, -11.764748950715328]"
6,17,2,"[-10.66751056948351, -10.596487749724858, -10.534350753811006]"
6,18,2,"[-5.249273779909303, -4.560857047809181, -4.35277440635951]"
6,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,3,2,"[-6.442617363110619, -6.396010392620037, -6.273870247997906]"
7,4,1,"[-9.838025138536008, -9.609634571499107, -9.651130977988252]"
7,5,2,"[-10.485515172974363, -10.520890970166905, -10.461351124482787]"
7,6,1,"[-11.380947378527537, -11.182868898356126, -11.290310170172749]"
7,7,2,"[-12.520881885523334, -12.408045562612047, -12.250800809056702]"
7,8,2,"[-13.166400470369329, -12.984774965181494, -12.984151219760307]"
7,9,1,"[-13.75264812037922, -13.592382414802483, -13.690843116942137]"
7,10,0,"[-13.754111380106101, -13.799413289049035, -13.7971136025927]"
7,11,0,"[-13.989716661113714, -14.016574001084482, -14.057310480647118]"
7,12,1,"[-13.784954906116726, -13.731614922965507, -13.854606025765843]"
7,13,1,"[-13.444243035115996, -13.110857132033004, -13.398155016151813]"
7,14,1,"[-12.877206723408944, -12.62771226862758, -12.713054546529165]"
7,15,0,"[-12.054128573668773, -12.129625911407636, -12.079338817802366]"
7,16,2,"[-11.398202218466459, -11.157025062936075, -9.575685198617148]"
7,17,0,"[-7.731973315097057, -7.780305049528489, -7.887410257817467]"
7,18,1,"[-5.186804324451338, 0.010000000000000002, 0.010000000000000002]"
7,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,4,2,"[-6.667444499426513, -7.11161954780056, -6.478238438418275]"
8,5,1,"[-9.425277470359891, -9.162615167625802, -9.294197544218449]"
8,6,2,"[-10.689718744200503, -10.785989665998397, -10.679476756804215]"
8,7,0,"[-11.286944919202064, -11.453524771030734, -11.478307554007351]"
8,8,0,"[-11.820099781334722, -12.0565956718598, -12.010781656543543]"
8,9,0,"[-12.063118004999474, -12.361711082192489, -12.29776627556344]"
8,10,1,"[-12.221571273699764, -12.164536178501471, -12.229076024410132]"
8,11,1,"[-12.118541066472616, -12.070245196929408, -12.12461480038619]"
8,12,2,"[-12.112963874588797, -12.075952021808556, -12.051282536276883]"
8,13,2,"[-11.763362538476061, -11.703869900645687, -11.656450558191253]"
8,14,0,"[-11.255956450249787, -11.688070529585046, -11.453509595882714]"
8,15,2,"[-9.852536963428415, -10.555964310063052, -9.11454389536643]"
8,16,1,"[-7.275881366415568, -6.632580744286106, -6.7108224028436485]"
8,17,2,"[-4.242115542493934, -5.2908043095336375, -2.4580119441222705]"
8,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,5,1,"[-7.179762602099793, 0.010000000000000002, 0.010000000000000002]"
9,6,1,"[-7.851961275862555, -7.714087762347157, -7.942917788371988]"
9,7,2,"[-10.331921736863784, -10.040787785300445, -9.820435384703964]"
9,8,0,"[-11.054810798572248, -11.175136708600604, -11.126080545752481]"
9,9,1,"[-11.629868904828601, -11.6087091050879, -11.653475115958802]"
9,10,2,"[-12.189411209888245, -12.1536848895977, -12.004640458792643]"
9,11,2,"[-12.51192670532788, -12.424030845216242, -12.397687052573959]"
9,12,0,"[-11.560116487548555, -11.622626255421224, -11.78540224023424]"
9,13,2,"[-10.290897965314349, -10.239912630200878, -10.164556192958445]"
9,14,2,"[-7.800173934294378, -7.166395122699885, -7.1465089990439745]"
9,15,2,"[-5.032579110174538, -5.943648247905575, -5.0002449883185465]"
9,16,2,"[-3.2785603451940117, -4.635168785545131, -0.0901]"
9,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,5,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,6,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,7,2,"[-4.177187956299187, -6.673573509313345, -1.4851495]"
10,8,1,"[-7.065110705033838, -6.081277439542703, -6.096308583932663]"
10,9,0,"[-7.052702493991327, -7.427786759382682, -7.232870249332743]"
10,10,2,"[-8.699731917625613, -8.56527142919575, -8.562085909789866]"
10,11,1,"[-8.11046995119863, -8.008091679070198, -8.208346551985686]"
10,12,2,"[-5.91757470177953, -5.9634983215204285, -4.967687617510399]"
10,13,1,"[-3.627354171894214, -3.276236719351968, -3.3509924291567446]"
10,14,0,"[-1.9678529875213784, -2.1310390341454624, -2.045080842824944]"
10,15,1,"[-1.6764554059885297, 0.010000000000000002, 0.010000000000000002]"
10,16,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,5,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,6,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,7,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,8,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,9,1,"[-5.597262299052562, -1.9989403791120535, -2.783568422544029]"
11,10,1,"[-2.3073151240225225, -1.9980754035076986, -2.0533682849044403]"
11,11,1,"[-1.858815415953499, -1.4485726895804174, -1.4887173563731992]"
11,12,1,"[-1.449658470478659, -0.8560559144938309, -1.3331646510894366]"
11,13,2,"[-1.5953932301070428, -1.9305441117163, -1.5370061212473627]"
11,14,0,"[-0.9901000000000001, -0.9901000000000001, -0.9967]"
11,15,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,16,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
