x,y,actionList,predictionsList
3,10,2,"[-17.615193483484724, -17.647924010190266, -17.347554714664074]"
3,11,1,"[-16.958796249773698, -16.94936468316364, -16.95697255556496]"
3,12,1,"[-16.256752085501063, -16.14378798347342, -16.208322597387095]"
3,13,2,"[-15.525798170180181, -15.546008186530521, -15.320378191462215]"
3,14,2,"[-14.270824512428684, -13.918459350055254, -13.851034248697413]"
3,15,1,"[-13.13734220137992, -12.765845646127339, -12.82093537284733]"
3,16,1,"[-12.678342133134795, -12.474854734215816, -12.592890360085683]"
3,17,0,"[-9.470286693248292, -9.902530423640286, -9.851424531151297]"
3,18,0,"[0.01, 0.01, 0.01]"
3,19,0,"[0.01, 0.01, 0.01]"
4,0,0,"[0.01, 0.01, 0.01]"
4,1,2,"[-1.9601269851515808, -4.714109958110976, -1.1863176830364852]"
4,2,0,"[-7.6729943916174665, -7.683401720664524, -8.385556809957446]"
4,3,1,"[-11.551153716727589, -11.499971925281011, -11.68535242829664]"
4,4,1,"[-13.097911218847912, -13.050317092948227, -13.150229746499475]"
4,5,0,"[-14.127488309905985, -14.167847357602465, -14.653597740045294]"
4,6,0,"[-15.751107628293, -16.19349958289997, -15.89737454210671]"
4,7,0,"[-18.070014861406168, -18.196756770316146, -18.270737450567367]"
4,8,1,"[-20.49124425769156, -20.39844176521062, -20.56121294931969]"
4,9,0,"[-21.9214823239689, -21.97559387717675, -21.935876394228504]"
4,10,2,"[-22.2656263003509, -22.040120159821928, -22.01494681941984]"
4,11,2,"[-20.57692334136866, -20.601016904228516, -20.1270950410483]"
4,12,1,"[-19.22908788992818, -18.667503435703455, -18.769553280370097]"
4,13,1,"[-16.868504218580114, -16.587502895482523, -16.594079450040137]"
4,14,2,"[-15.596597131301603, -15.54490329246816, -15.310211666665346]"
4,15,2,"[-13.88042094324971, -13.917069318107995, -13.758891832646906]"
4,16,2,"[-12.551299577363569, -12.426686815470285, -12.403535741133531]"
4,17,1,"[-12.440600331912112, -12.309451645846824, -12.42001463587426]"
4,18,2,"[-9.589359358467416, -3.5839990548313834, 0.01]"
4,19,0,"[0.01, 0.01, 0.01]"
5,0,0,"[0.01, 0.01, 0.01]"
5,1,1,"[-1.000406875625, -0.9901, -6.986765572834025]"
5,2,0,"[-7.298034071757543, -7.342933242206798, -7.300253150757376]"
5,3,0,"[-10.526795956389362, -10.784922686039005, -11.020090737301167]"
5,4,1,"[-12.129010664551593, -12.076036868745335, -12.316321261536075]"
5,5,0,"[-13.234618974441371, -13.385289698233647, -13.490345683569274]"
5,6,0,"[-15.193444075592648, -15.560873356503716, -15.696956569265009]"
5,7,0,"[-17.286389210880827, -17.31227266001592, -17.317843786217068]"
5,8,1,"[-19.408576018095822, -19.015985863434693, -19.703940410934983]"
5,9,1,"[-21.462700927597474, -21.181250336763398, -21.903507208081724]"
5,10,0,"[-22.546190871934854, -23.141509174190805, -23.1707284748204]"
5,11,2,"[-22.40280530278977, -22.216720483141174, -22.187451016373597]"
5,12,0,"[-20.315849843175076, -20.62746383011388, -20.524348364021584]"
5,13,2,"[-17.651470800246315, -17.097926436319206, -16.944682063227106]"
5,14,1,"[-16.168790575662417, -15.981761349406256, -16.09800465060321]"
5,15,1,"[-14.19582885405189, -14.156420077431719, -14.23427298816397]"
5,16,2,"[-12.285714830166151, -12.230918828439199, -12.22262669741995]"
5,17,1,"[-11.81033306101554, -11.671749542381935, -11.763152496398126]"
5,18,2,"[-6.429680925841258, -3.931600073889139, -3.830577172403258]"
5,19,0,"[0.01, 0.01, 0.01]"
6,0,0,"[0.01, 0.01, 0.01]"
6,1,0,"[0.01, 0.01, 0.01]"
6,2,2,"[-5.2820281391162185, -5.719165724826118, -5.232858004132496]"
6,3,0,"[-7.58161425593557, -8.617491648298822, -8.809222751946452]"
6,4,1,"[-10.409612713975955, -10.301257558816248, -11.043481276262366]"
6,5,1,"[-12.000963280841372, -11.953264376986663, -11.972150609355047]"
6,6,1,"[-13.779610245115023, -13.679006327764352, -13.824447186866852]"
6,7,1,"[-14.945425592646814, -14.735212963839185, -15.070058427233295]"
6,8,1,"[-16.497164301090454, -16.285907622450367, -16.75138325528853]"
6,9,0,"[-17.247395030801748, -18.26239838607624, -17.736122202170854]"
6,10,2,"[-18.705974542269004, -18.597997773704947, -18.51006873297979]"
6,11,2,"[-18.39967204428755, -18.39114294173315, -18.31726281103576]"
6,12,2,"[-17.317272751710078, -17.054191220649116, -16.931235366250803]"
6,13,0,"[-16.146204800002845, -16.452496763703458, -16.405662338208312]"
6,14,1,"[-15.089505101899412, -15.04954793046762, -15.08331713047855]"
6,15,2,"[-13.265933344463177, -13.208300974573527, -13.101083859475725]"
6,16,1,"[-12.188281512657124, -12.092559669062569, -12.09648456230913]"
6,17,2,"[-11.46662352739638, -11.158843478364254, -10.940715194508627]"
6,18,2,"[-5.964088386497235, -6.013851742142595, -5.178699573340829]"
6,19,0,"[0.01, 0.01, 0.01]"
7,0,0,"[0.01, 0.01, 0.01]"
7,1,0,"[0.01, 0.01, 0.01]"
7,2,0,"[0.01, -3.9170020292222967, 0.01]"
7,3,1,"[-6.698673757632328, -6.641349276757127, -7.023983957220472]"
7,4,0,"[-8.89750688506755, -9.031217055614114, -9.191520714933187]"
7,5,0,"[-10.432932963994798, -10.467170435959872, -10.436921289941827]"
7,6,2,"[-11.890064023867124, -11.75190735780139, -11.56756835347789]"
7,7,2,"[-13.095348149922783, -13.00273412060168, -12.96870517304502]"
7,8,1,"[-14.112785198243834, -13.852332258619894, -14.084190265144475]"
7,9,0,"[-14.98777193405601, -15.32901466020786, -15.070368036496674]"
7,10,1,"[-15.373246336394434, -15.27272488036531, -15.330436123960903]"
7,11,1,"[-15.260380508991858, -15.259276170210978, -15.392678462104442]"
7,12,2,"[-14.679504888319922, -14.662984939483689, -14.621074060354715]"
7,13,2,"[-14.241157108029302, -14.386966441162082, -13.977986702713686]"
7,14,2,"[-13.348037476348452, -13.099720797365919, -12.873888986720315]"
7,15,2,"[-12.478751614182361, -12.429350453937653, -12.34039464462809]"
7,16,2,"[-11.768229780875785, -11.398228040646789, -11.115500953177381]"
7,17,2,"[-8.749209690960035, -8.85400308928251, -8.416214068818375]"
7,18,2,"[-7.083945278982389, -7.0156240594547015, 0.01]"
7,19,0,"[0.01, 0.01, 0.01]"
8,0,0,"[0.01, 0.01, 0.01]"
8,1,0,"[0.01, 0.01, 0.01]"
8,2,0,"[0.01, 0.01, 0.01]"
8,3,1,"[-5.882228178731089, 0.01, 0.01]"
8,4,1,"[-6.5272504183988715, -6.437205310257588, -6.538824318527025]"
8,5,0,"[-9.071576367828603, -9.258691713351077, -9.408366542836267]"
8,6,0,"[-10.345225859915438, -10.37270371166775, -10.428904270206257]"
8,7,1,"[-11.332292893264336, -11.215955765005315, -11.317373068588301]"
8,8,1,"[-12.196916150773522, -11.555563166647568, -11.685362977276307]"
8,9,0,"[-11.96894324502873, -12.069183194412897, -12.176040000780088]"
8,10,1,"[-12.431649473088466, -12.41481173913342, -12.419979350242437]"
8,11,2,"[-12.537024299228975, -12.492834157319386, -12.492513474011478]"
8,12,1,"[-12.604672730328963, -12.442335597056475, -12.495807156503782]"
8,13,0,"[-11.434575571564228, -11.659714395924915, -11.687023864288877]"
8,14,1,"[-11.642491372496904, -11.504630016011799, -11.820645774561743]"
8,15,2,"[-10.68903518270193, -10.571416648902598, -10.479877299854593]"
8,16,1,"[-7.982754053867069, -7.4425669265647425, -7.604625780468671]"
8,17,0,"[-4.224181209504915, -5.114196093943468, -6.9035379195514945]"
8,18,0,"[0.01, 0.01, 0.01]"
8,19,0,"[0.01, 0.01, 0.01]"
9,0,0,"[0.01, 0.01, 0.01]"
9,1,0,"[0.01, 0.01, 0.01]"
9,2,0,"[0.01, 0.01, 0.01]"
9,3,0,"[0.01, 0.01, 0.01]"
9,4,0,"[0.01, 0.01, 0.01]"
9,5,0,"[-6.454884410624171, -7.48357819248154, -8.500926998687486]"
9,6,1,"[-7.848845582655516, -7.611097746649375, -8.218796831531709]"
9,7,1,"[-9.50810376077991, -9.433683329943428, -9.985902778280202]"
9,8,0,"[-10.45103864302757, -10.543741341080354, -10.52197204409186]"
9,9,0,"[-11.253668040564007, -11.275052198737654, -11.281601906387028]"
9,10,1,"[-11.781864075360545, -11.775111601430456, -11.84214186072293]"
9,11,1,"[-11.919737947417019, -11.897496806484645, -11.988384579305636]"
9,12,1,"[-11.56907286063845, -11.274020721882795, -11.319542280780212]"
9,13,1,"[-10.25041818955675, -10.163302341792805, -10.4300930914795]"
9,14,2,"[-9.506642446606266, -9.076513290001817, -9.065379339701977]"
9,15,0,"[-4.7604930912523225, -5.603520642522011, -5.294660060462683]"
9,16,1,"[-4.117724179378488, -2.3800182172948565, -2.924502075942285]"
9,17,0,"[0.01, 0.01, 0.01]"
9,18,0,"[0.01, 0.01, 0.01]"
9,19,0,"[0.01, 0.01, 0.01]"
10,0,0,"[0.01, 0.01, 0.01]"
10,1,0,"[0.01, 0.01, 0.01]"
10,2,0,"[0.01, 0.01, 0.01]"
10,3,0,"[0.01, 0.01, 0.01]"
10,4,0,"[0.01, 0.01, 0.01]"
10,5,0,"[0.01, 0.01, 0.01]"
10,6,0,"[0.01, 0.01, 0.01]"
10,7,0,"[-5.108113372253409, -7.613506365504998, -5.583183615896493]"
10,8,0,"[-7.368823331906308, -7.627420332769292, -7.458035527347379]"
10,9,2,"[-9.206659651708005, -9.158724757742371, -9.075380254185552]"
10,10,1,"[-9.909434206750277, -9.746470355095795, -9.819583432530866]"
10,11,1,"[-8.591162532456169, -8.154710211370276, -8.403997348311087]"
10,12,1,"[-7.904698914330137, -7.830452582101609, -7.856559230679979]"
10,13,2,"[-5.482197842674428, -4.557336138880517, -4.480037978182972]"
10,14,2,"[-2.7009128753886, -2.5352150612640854, -2.4529505022449576]"
10,15,2,"[-1.4335529464591117, -1.0199809902148926, -0.8871494999999998]"
10,16,0,"[0.01, 0.01, 0.01]"
10,17,0,"[0.01, 0.01, 0.01]"
10,18,0,"[0.01, 0.01, 0.01]"
10,19,0,"[0.01, 0.01, 0.01]"
11,0,0,"[0.01, 0.01, 0.01]"
11,1,0,"[0.01, 0.01, 0.01]"
11,2,0,"[0.01, 0.01, 0.01]"
11,3,0,"[0.01, 0.01, 0.01]"
11,4,0,"[0.01, 0.01, 0.01]"
11,5,0,"[0.01, 0.01, 0.01]"
11,6,0,"[0.01, 0.01, 0.01]"
11,7,0,"[0.01, 0.01, 0.01]"
11,8,0,"[0.01, 0.01, 0.01]"
11,9,0,"[-1.7973177855688167, -3.248236947384458, -3.8015060704069077]"
11,10,0,"[-2.19688057243253, -2.316270398704899, -2.255938497191269]"
11,11,1,"[-2.1127188477428636, -1.6112008805346292, -2.1926568850971755]"
11,12,1,"[-1.68743240855384, -1.5622534913886563, -1.7313543901760537]"
11,13,1,"[-1.5074498487564332, -1.2526267096581163, -1.2878364562840798]"
11,14,1,"[-0.7927663333333334, -0.2, -0.9901]"
11,15,1,"[-1.0, 0.01, 0.01]"
11,16,0,"[0.01, 0.01, 0.01]"
11,17,0,"[0.01, 0.01, 0.01]"
11,18,0,"[0.01, 0.01, 0.01]"
11,19,0,"[0.01, 0.01, 0.01]"
