x,y,actionList,predictionsList
4,5,0,"[-19.13829365461793, -19.188161853494297, -19.511163279880208]"
4,6,1,"[-20.537753123664242, -20.45012248900758, -20.529794698850523]"
4,7,0,"[-22.39412906012688, -22.633595405675198, -22.771235868984405]"
4,8,0,"[-25.6560293351475, -25.995867086171145, -26.39696954957722]"
4,9,1,"[-28.145326695833496, -28.085511490278996, -28.18225599523226]"
4,10,2,"[-28.541649389525595, -28.600733454346614, -27.18351896855636]"
4,11,2,"[-26.158331761540133, -25.861966019546344, -25.272631079034632]"
4,12,2,"[-22.879755608905377, -22.882593248297844, -22.58169757077193]"
4,13,0,"[-20.848830157210386, -20.929628271007577, -20.922207704158218]"
4,14,0,"[-19.628366585794378, -19.755668468610992, -19.671843822871647]"
4,15,0,"[-18.03825227177043, -18.255773345184696, -18.138363340183606]"
4,16,0,"[-16.663582816448443, -16.772747408573387, -16.74934434331696]"
4,17,2,"[-15.322078867050866, -15.264927455756514, -13.463533553996914]"
4,18,1,"[-3.7142088116840157, -3.1839398816131803, -7.855804078716121]"
4,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
5,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
5,1,0,"[-0.9901000000000001, -0.9901000000000001, -6.181206237839288]"
5,2,2,"[-11.452274089960419, -11.280013387410893, -11.245448422896418]"
5,3,1,"[-13.285716152183337, -13.2551466307732, -13.606339072377779]"
5,4,0,"[-16.107517556491615, -16.206824503890115, -16.417541245974693]"
5,5,0,"[-17.345773778071337, -17.86191175114273, -17.643709947376806]"
5,6,0,"[-19.563307516319977, -19.856155213489014, -19.910627025452953]"
5,7,0,"[-21.3000705048801, -21.680158490865708, -21.462032042807607]"
5,8,0,"[-24.024663743561078, -24.137718717499002, -24.624180200915774]"
5,9,0,"[-27.28222387417203, -27.89729302834774, -27.86678904062697]"
5,10,0,"[-30.48805931664087, -30.953684585311557, -31.167107873275526]"
5,11,2,"[-29.441636146869754, -29.243527526625137, -29.22730577528099]"
5,12,2,"[-24.097937356800877, -24.42665800152098, -23.42282622032248]"
5,13,1,"[-22.464377374414827, -22.320190948544063, -22.366809316707982]"
5,14,2,"[-20.072485532788885, -19.90723992224611, -19.71612657536654]"
5,15,2,"[-18.85930909392969, -18.786100751156987, -18.685132309298076]"
5,16,2,"[-16.827889772921242, -16.661448583464413, -16.590390384452085]"
5,17,2,"[-15.532537083487133, -15.622348506962258, -14.207055899879826]"
5,18,2,"[-12.416269815391551, -7.870507023549965, -7.607461131957902]"
5,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
6,2,1,"[-7.908520192546667, -7.7933647226872695, -8.320627456624752]"
6,3,0,"[-10.964859489570584, -11.198583447120306, -11.33307594754287]"
6,4,0,"[-13.282755263044368, -13.615194075812704, -13.364748653393512]"
6,5,0,"[-15.49005076347863, -16.06948204570713, -15.839927963116434]"
6,6,0,"[-18.177345176247695, -18.300657189630115, -18.406362978821704]"
6,7,0,"[-19.244740198767058, -19.650457752687746, -19.602016910152884]"
6,8,1,"[-20.192074341536582, -20.132024618907085, -20.655799502384355]"
6,9,1,"[-22.259033247385975, -22.1214901216303, -22.32705489913576]"
6,10,0,"[-22.69836119555786, -22.762862241510007, -22.766737229530193]"
6,11,0,"[-22.88963533555996, -22.97251554009277, -23.127442527360767]"
6,12,0,"[-22.38867307903108, -22.43728905820295, -22.48003841061048]"
6,13,2,"[-21.046556390426986, -21.141325231137216, -20.949602696227547]"
6,14,2,"[-20.169499025202867, -20.01461447352469, -19.817453755617755]"
6,15,2,"[-18.078406534741408, -18.07607305833521, -17.708944407815856]"
6,16,2,"[-16.299195913417925, -16.60658303229645, -16.23687826888507]"
6,17,2,"[-14.773389368328125, -14.644311186333674, -14.63963719461096]"
6,18,2,"[-11.099912094442136, -10.773333621434805, -10.39773620295889]"
6,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
7,3,2,"[-9.698481682752298, -9.363751484252102, -9.346941334709753]"
7,4,1,"[-11.850160597566944, -11.706616813574453, -11.8073038139009]"
7,5,1,"[-13.857817025546428, -13.467541172673252, -13.50732440240089]"
7,6,0,"[-14.942458738828499, -15.266484601280117, -15.48509459490791]"
7,7,1,"[-16.819363508176014, -16.630728399653528, -16.875736942961353]"
7,8,1,"[-18.411620150833226, -18.155026902070325, -18.230128308340007]"
7,9,2,"[-19.059746338167287, -18.994973281820776, -18.76778403890829]"
7,10,1,"[-19.48691785342641, -19.392938338547072, -19.431203457038247]"
7,11,2,"[-19.60074101891415, -19.55191849859675, -19.474497847120652]"
7,12,2,"[-19.401060148030965, -19.403005976731016, -19.35006939709745]"
7,13,0,"[-18.51651152866733, -18.990088677529535, -18.938084565044836]"
7,14,1,"[-18.048555020881885, -17.954750757052892, -17.99442096827101]"
7,15,1,"[-16.362243035320592, -16.189416482728507, -16.42100634372475]"
7,16,1,"[-15.079382850162547, -14.24293174449842, -14.755166170919]"
7,17,2,"[-13.151189514192222, -13.136626616719184, -13.038916758274615]"
7,18,1,"[-13.586549438077226, 0.010000000000000002, 0.010000000000000002]"
7,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,4,1,"[-9.078067332805464, -8.936504983929803, -9.526003081309252]"
8,5,1,"[-12.497569554241974, -12.455011376084736, -12.55699301111219]"
8,6,0,"[-13.722117250249443, -13.766234395236435, -14.084834693120447]"
8,7,0,"[-15.082089169193347, -15.18164417139556, -15.293916627176987]"
8,8,0,"[-15.94982862695214, -16.04236750508106, -15.962387648399728]"
8,9,1,"[-16.732358387015648, -16.703520979934545, -16.79853132004681]"
8,10,1,"[-17.11073709983716, -17.024310979883516, -17.03541230392383]"
8,11,1,"[-17.269729095864324, -17.23676469178347, -17.27254463256832]"
8,12,1,"[-16.871926790021956, -16.692709261946835, -16.78078070565456]"
8,13,2,"[-16.25703262340888, -16.23166099351832, -16.16158607486343]"
8,14,1,"[-15.271195393128238, -15.152965473764226, -15.206251896691377]"
8,15,2,"[-14.226073836577454, -13.685881871043254, -13.237718173406307]"
8,16,2,"[-12.091022919548402, -12.277703792514906, -11.242916406711352]"
8,17,1,"[-8.003806986132291, -4.99320359760649, -7.963388020729639]"
8,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
8,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,5,2,"[-9.038427382669601, -8.660856693777095, 0.010000000000000002]"
9,6,2,"[-12.194350619085972, -12.02540556705354, -11.970944448255894]"
9,7,0,"[-13.201099333172982, -13.526213970425841, -13.729244426489114]"
9,8,0,"[-14.59848146622466, -14.743264337228553, -14.842001945107183]"
9,9,2,"[-15.30874999704758, -15.394608736580414, -15.292967194747241]"
9,10,0,"[-16.269100513495385, -16.327051317527083, -16.386814911281586]"
9,11,2,"[-16.74744278243003, -16.72452829227178, -16.508059060799667]"
9,12,2,"[-15.868601855509398, -15.768786024757414, -14.828016162231565]"
9,13,2,"[-14.754027177411777, -14.141657865676036, -13.587381457416537]"
9,14,2,"[-12.761651234800171, -12.626691392879769, -12.61941594808905]"
9,15,0,"[-8.31539113624168, -8.742511841907945, -8.318569732044004]"
9,16,1,"[-6.762153928056192, 0.010000000000000002, -0.9901000000000001]"
9,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
9,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,5,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,6,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,7,0,"[-7.043617120611438, -7.390490647672643, -8.342348070435454]"
10,8,1,"[-10.69085790401742, -10.029213502427652, -10.192529659691239]"
10,9,1,"[-12.564689393560448, -12.14189001947269, -12.561324233777986]"
10,10,0,"[-12.834289537590069, -12.8900193132446, -12.871321434765507]"
10,11,0,"[-11.901395254696878, -11.956220392233615, -11.926146326077554]"
10,12,2,"[-10.220653846706213, -10.175650680373693, -8.98273160145087]"
10,13,1,"[-7.868102941188367, -7.663034333211704, -7.717181472253649]"
10,14,0,"[-3.9255975635890192, -5.158151347886828, -4.289482208445109]"
10,15,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,16,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
10,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,0,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,1,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,2,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,3,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,4,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,5,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,6,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,7,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,8,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,9,0,"[-3.7408283664761246, -5.104134704269468, -4.726157844810982]"
11,10,2,"[-4.508628086704742, -4.416294561624885, -4.284378275741626]"
11,11,0,"[-3.122551922076098, -3.628055175680835, -3.588515921980548]"
11,12,1,"[-2.8527737499025205, -2.6846672197853283, -3.0307086291519525]"
11,13,1,"[-2.1463865187174727, -1.8315537881509676, -1.95617157421557]"
11,14,0,"[-1.5188083826059466, -1.6940892578214162, -1.5467538337499998]"
11,15,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,16,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,17,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,18,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
11,19,0,"[0.010000000000000002, 0.010000000000000002, 0.010000000000000002]"
